,zl,m_h,m_acc,e_h,p_h,con,m_g,e_g,p_g,tb,vel_disp
209000,2.835,184501500000.0,0.0,0.3966573,-8.842849,3.567096,755311100.0,0.3025877,23.83147,0.1104197,49.88947910297938
210000,2.995,183231400000.0,0.0,0.4197336,65.54935,3.750231,1328627000.0,0.3194702,62.32932,0.06856681,49.55826611346895
211000,3.175,174582200000.0,0.0,0.2302947,-115.577,2.938994,882650100.0,0.5488633,-117.4636,0.1125307,48.915210419165085
212000,3.374,266072500000.0,0.0,0.4412517,85.3805,2.483453,912091300.0,0.2042013,118.1139,0.07945995,46.26837648084217
213000,3.606,130017000000.0,0.0,0.05177765,-27.6657,3.732884,519435800.0,0.3156382,-8.946486,0.05074153,42.70463757648216
214000,3.894,103514200000.0,0.0,0.2829775,116.8161,5.302923,359542200.0,0.3043139,103.4143,0.07356389,53.70899831006156
215000,4.271,169824400000.0,0.0,0.3432692,5.422464,3.837241,1016804000.0,0.1078304,-12.55079,0.08615926,59.00544134049721
216000,4.836,328851600000.0,0.0,0.1965061,-27.33192,5.215526,2947847000.0,0.3294561,-69.30318,0.09970776,90.37777656472478
217000,0.531,208449100000.0,0.0,0.2325444,-116.2975,8.713974,2769198000.0,0.6053309,-121.8771,0.0593663,55.548968106454886
218000,0.734,395366600000.0,0.0,0.05629466,151.5498,5.80678,8208104000.0,0.3673228,158.8282,0.06523124,79.05125566180847
219000,0.882,168655300000.0,0.0,0.304404,-92.09916,3.929068,1209213000.0,0.06969974,-62.19199,0.1082906,34.366849168419705
220000,1.012,295801200000.0,0.0,0.2423973,-43.57549,4.526938,3571512000.0,0.5831293,-62.55484,0.2415207,53.43491088894464
221000,1.131,210377800000.0,0.0,0.4535013,53.17946,6.728904,1467374000.0,0.1367956,22.57093,0.05084012,45.451377478480254
222000,1.241,128233100000.0,0.0,0.290577,3.11427,4.077288,422688800.0,0.3736363,46.36642,0.09159501,31.44818065812432
223000,1.345,193642200000.0,0.0,0.2077113,83.51576,2.08164,1230762000.0,0.3077285,96.48707,0.07240514,32.57880324731535
224000,1.449,1016249000000.0,0.0,0.3788219,-32.55309,3.526938,28783360000.0,0.3878157,-2.695816,0.06016413,137.59776388716983
225000,1.553,1124605000000.0,0.0,0.1050794,-83.59438,6.127194,31687560000.0,0.3085357,-79.75826,0.05528141,153.53347130102372
226000,1.656,145211200000.0,0.0,0.2832155,146.9128,4.716746,504940900.0,0.3882605,123.3727,0.03495806,33.36862156287021
227000,1.757,141905800000.0,0.0,0.3720729,-166.5413,4.126494,522754600.0,0.03010576,-177.7553,0.03225938,32.986343219714904
228000,1.86,578096000000.0,0.0,0.2075847,-108.6782,7.115701,6005856000.0,0.4379557,-131.2884,0.05245027,82.60584000188955
229000,1.967,125603000000.0,0.0,0.1113298,27.46471,5.169791,463090200.0,0.4101441,32.23862,0.06215423,38.44073773283765
230000,2.073,179887100000.0,0.0,0.246711,-114.226,5.08943,466378000.0,0.2633143,-58.29206,0.1109506,49.33543921779294
231000,2.184,147910800000.0,0.0,0.1842775,-78.45751,6.426372,521648600.0,0.3469515,-127.1234,0.1124216,54.928349581176136
232000,2.298,276057800000.0,0.0,0.0294288,87.0114,2.936114,1555859000.0,0.5688267,99.01937,0.06132399,44.69220998916623
233000,2.421,155238700000.0,0.0,0.311947,-103.7435,2.681296,444778400.0,0.1116098,-144.1953,0.1037122,37.88293688688414
234000,2.547,142232900000.0,0.0,0.07704278,-164.0758,4.098575,333453000.0,0.3888709,-199.2803,0.04441047,35.40324382196479
235000,2.683,211836100000.0,0.0,0.2718312,13.70912,2.305821,807548600.0,0.3404953,41.43261,0.05354065,36.98990093535131
236000,2.828,553350100000.0,0.0,0.391615,-143.9058,2.177775,3741179000.0,0.4837098,-112.4667,0.1283875,59.92169815945218
237000,2.989,155596600000.0,0.0,0.3457857,19.61071,3.240776,430098700.0,0.09454838,84.5863,0.2006192,56.63867652843894
238000,3.168,133045400000.0,0.0,0.3927013,-57.42975,3.837373,600870100.0,0.1431157,-45.76069,0.08176274,46.4067682032447
239000,3.365,6934258000000.0,0.0,0.1531183,35.99521,2.245829,69423380000.0,0.4517421,20.88243,0.0603482,228.86100129352687
240000,3.602,150314200000.0,0.0,0.227047,48.42984,4.763068,881809100.0,0.1704547,55.17734,0.0906537,58.51916686058714
241000,3.893,136772900000.0,0.0,0.01915435,143.0304,5.046702,717516700.0,0.1572363,206.2037,0.08485562,59.520493388163615
242000,4.276,163305200000.0,0.0,0.5524742,-21.36044,5.804338,679837400.0,0.4144517,6.790355,0.1312416,78.10052370401853
243000,4.857,580764400000.0,0.0,0.275958,-45.50473,4.420174,7671348000.0,0.02841669,-10.84157,0.0479958,108.38150189506142
244000,0.539,175388100000.0,0.0,0.3496674,104.6193,12.56866,2116609000.0,0.2481311,50.84688,0.1099752,53.691626084418445
245000,0.736,148936100000.0,0.0,0.3182052,179.969,11.62871,1020969000.0,0.2645401,137.6739,0.1464089,53.26539956592229
246000,0.887,121059800000.0,0.0,0.4448001,136.631,5.285089,508353800.0,0.3070201,169.2061,0.04322782,29.632119706175853
247000,1.017,368129000000.0,0.0,0.1454084,-99.58132,5.085545,4912990000.0,0.2397505,-113.6617,0.1698276,57.26382271231959
248000,1.134,116681000000.0,0.0,0.1489076,-178.9799,5.106505,692151400.0,0.3081051,-184.9853,0.06680309,33.19383154745174
249000,1.245,206063000000.0,0.0,0.1818137,48.86541,3.659791,1127375000.0,0.4305177,55.27267,0.1813252,42.12983372007292
250000,1.352,626613900000.0,0.0,0.3462844,-27.56965,5.922487,13209710000.0,0.4323888,-75.27828,0.1444097,83.69305197550474
251000,1.456,916220500000.0,0.0,0.1780025,-108.6571,4.766412,27307110000.0,0.3443254,-77.09215,0.03048402,184.7442450157754
252000,1.558,153108700000.0,0.0,0.1206153,-32.67297,8.666957,818849000.0,0.3855725,-63.61823,0.07106964,49.9810509183971
253000,1.661,102329300000.0,0.0,0.1141606,-80.436,4.52295,376073400.0,0.4326536,-10.95315,0.08217882,34.38442295575115
254000,1.763,158124800000.0,0.0,0.1631437,-129.2327,3.973679,638119800.0,0.2129423,-123.868,0.03939356,34.42268827987817
255000,1.865,129419600000.0,0.0,0.2161,11.87983,8.297236,580910000.0,0.4937347,3.433826,0.05241782,46.30069941481466
256000,1.971,160694100000.0,0.0,0.2473695,168.1466,2.681155,537617700.0,0.3358396,81.08811,0.08492932,33.288665349586964
257000,2.079,234963300000.0,0.0,0.3277992,-58.76175,3.992801,1139661000.0,0.281641,-50.85057,0.07533897,44.7669919782938
258000,2.19,314774800000.0,0.0,0.2360173,172.796,5.89377,1463522000.0,0.2118012,140.2341,0.06150534,55.73916136032326
259000,2.307,131220000000.0,0.0,0.4351491,-139.5378,4.667543,442082400.0,0.5046694,-128.2515,0.06893743,40.58508107363504
260000,2.429,518800000000.0,0.0,0.09029691,56.21565,2.156404,4478330000.0,0.3905085,18.69259,0.1118572,57.48112622374931
261000,2.558,131522500000.0,0.0,0.2338355,-146.3474,3.041598,308374300.0,0.5676985,-149.696,0.09499976,38.03304291710226
262000,2.694,122461600000.0,0.0,0.4196851,-67.39514,5.073921,227236700.0,0.2447085,-120.4663,0.1219789,52.57732134756628
263000,2.841,101157900000.0,0.0,0.05237309,41.69836,3.810647,368548600.0,0.1509899,74.12605,0.1185636,45.55249355969231
264000,3.003,110917500000.0,0.0,0.2810087,125.509,3.210179,325627000.0,0.3087705,77.30347,0.1183505,44.07645421607121
265000,3.182,109395600000.0,0.0,0.2727686,-50.81496,6.371142,242120200.0,0.2037177,-18.27385,0.1499857,65.93917816771648
266000,3.385,214783000000.0,0.0,0.2319941,135.187,4.275366,928240300.0,0.136347,197.2383,0.04471495,49.93340131606622
267000,3.627,100693200000.0,0.0,0.1108615,54.34544,3.698992,356328300.0,0.3069852,23.65356,0.06593257,42.26492494305235
268000,3.92,190107800000.0,0.0,0.09349087,-18.9577,4.58024,917948600.0,0.3236562,-54.55172,0.04889197,54.332748818674624
269000,4.305,233345800000.0,0.0,0.2038311,89.38844,4.607004,1077401000.0,0.5484104,95.30545,0.03680357,57.95344694569112
270000,4.915,115877700000.0,0.0,0.1226132,161.3581,2.298392,422127100.0,0.5747976,209.4432,0.09021108,46.17737151381356
271000,0.553,184077200000.0,0.0,0.07187956,-55.09538,4.989603,1729311000.0,0.2615639,11.02114,0.1735667,38.1789411801993
272000,0.746,796159400000.0,0.0,0.3257975,78.34411,9.117007,23541490000.0,0.1028584,56.52714,0.08909945,117.72996313405612
273000,0.896,253512900000.0,0.0,0.02512107,-87.45033,4.97904,3857801000.0,0.5607933,-144.8781,0.05375261,59.07492784885479
274000,1.025,103992000000.0,0.0,0.366253,-173.4571,7.387825,434756600.0,0.3330584,-140.4887,0.1493468,42.897204677571246
275000,1.141,126182800000.0,0.0,0.230608,155.0396,4.60911,534654200.0,0.2868787,121.7842,0.09079062,32.72958750414596
276000,1.25,127938100000.0,0.0,0.03598448,60.30735,10.14504,606120600.0,0.1681072,41.8339,0.07003382,46.82298405277076
277000,1.355,154881700000.0,0.0,0.001347965,-109.2133,7.73463,602741500.0,0.3509008,-93.67263,0.09559899,47.28644336920669
278000,1.459,357272800000.0,0.0,0.3827565,144.5593,7.699862,2658461000.0,0.007077602,72.27281,0.1065148,64.7930860043981
279000,1.561,571478600000.0,0.0,0.1977538,-102.018,2.197958,9541709000.0,0.08996015,-114.6992,0.1604699,61.61491451087068
280000,1.662,264850000000.0,0.0,0.1140659,-135.6208,5.069465,1188383000.0,0.185495,-159.1712,0.08088191,46.76596510323869
281000,1.764,132434200000.0,0.0,0.3249191,-66.50735,4.030415,319481800.0,0.0997239,-41.59643,0.08444248,34.91725123623008
282000,1.865,432513800000.0,0.0,0.1675709,-115.9972,3.151038,2940710000.0,0.2658023,-99.24272,0.09249078,51.82707321374324
283000,1.972,143879900000.0,0.0,0.2007214,57.3051,5.608491,557560400.0,0.4712653,63.82546,0.05648514,40.65442724992516
284000,2.08,115611200000.0,0.0,0.001384911,-81.13979,8.002998,439045500.0,0.4170282,-36.23337,0.1089755,56.088337581916754
285000,2.191,629506200000.0,0.0,0.2782703,-95.30783,2.745226,7381711000.0,0.2298299,-100.61,0.07128361,73.04749335719241
286000,2.309,106905500000.0,0.0,0.2079375,19.71449,4.503082,312529100.0,0.1433983,11.42583,0.06664887,37.29823480697341
287000,2.428,121338900000.0,0.0,0.1207383,125.7634,5.351401,283673200.0,0.1784275,142.1878,0.07508656,43.8549865232842
288000,2.555,2387811000000.0,0.0,0.4325564,86.41082,5.280691,48062330000.0,0.3703725,108.8982,0.04109841,221.56366181914788
289000,2.691,172583800000.0,0.0,0.1108558,-52.48202,12.76441,585854300.0,0.08500516,-94.21935,0.04083916,67.25136911650367
290000,2.835,279254400000.0,0.0,0.2816665,-74.73559,6.284699,1349781000.0,0.4970477,-142.0164,0.06834013,63.53975911884821
291000,2.996,101391100000.0,0.0,0.2332925,-104.8934,1.732105,286340500.0,0.165247,-62.31742,0.116102,33.637713287928946
292000,3.174,474242000000.0,0.0,0.2786932,-6.469168,2.681409,4299375000.0,0.4429494,-58.72751,0.06511798,66.79585617264594
293000,3.374,155238700000.0,0.0,0.2180768,-48.3989,2.775421,415513600.0,0.5128024,-39.26642,0.1222599,47.762275413277806
294000,3.609,147570700000.0,0.0,0.4324174,12.11366,3.926664,428070100.0,0.642327,38.60072,0.05583628,44.61630791960191
295000,3.896,147910800000.0,0.0,0.4310454,-78.01279,2.97665,753072400.0,0.384861,-124.2379,0.05634761,44.37974101907516
296000,4.274,157036300000.0,0.0,0.2556291,24.42801,1.576293,664744600.0,0.321431,64.78474,0.1238845,44.96067927242607
297000,4.877,178237900000.0,0.0,0.1880298,141.3953,4.869645,1034023000.0,0.378374,157.2423,0.1005456,73.61949401689442
298000,0.538,194088600000.0,0.0,0.3286515,-94.90335,7.175878,2540280000.0,0.1762343,-95.59465,0.1035501,46.59057002452744
299000,0.736,347536200000.0,0.0,0.2457683,-17.20559,4.452126,8981452000.0,0.2540153,28.16366,0.04514379,94.63566954916658
300000,0.886,115345300000.0,0.0,0.03648228,57.02916,5.388435,689282900.0,0.2494399,123.3862,0.09238094,32.92399995368503
301000,1.013,582103200000.0,0.0,0.1966369,7.610655,5.05955,11884710000.0,0.5919723,4.632363,0.03917119,111.91352187230804
302000,1.131,209894000000.0,0.0,0.06679387,-145.316,4.946696,1065274000.0,0.4440215,-142.9138,0.05732992,38.08046582098552
303000,1.243,139315700000.0,0.0,0.3001571,100.805,9.979314,529190100.0,0.3382716,152.0435,0.08011795,48.31223654386923
304000,1.347,530884400000.0,0.0,0.3197872,127.4589,5.205642,12017960000.0,0.3550544,149.9385,0.09831479,81.65323674833022
305000,1.449,326587800000.0,0.0,0.2829493,-89.33586,5.896011,2672751000.0,0.3046244,-90.95644,0.05355613,56.08803624277666
306000,1.55,427562900000.0,0.0,0.3557879,-175.0009,6.860524,5398405000.0,0.3093285,-198.5408,0.07896001,71.37432828137852
307000,1.652,124738400000.0,0.0,0.3189901,-34.51266,5.150208,428125100.0,0.3068371,-23.19333,0.07123933,36.58154678528349
308000,1.753,271643900000.0,0.0,0.4837257,-147.199,6.719925,1445914000.0,0.1725182,-174.0954,0.04677655,51.72836608373933
309000,1.858,103752800000.0,0.0,0.1597831,-90.878,3.983511,266564600.0,0.04861764,-71.80243,0.08460689,33.763415050948026
310000,1.962,405508500000.0,0.0,0.4268594,-62.55276,4.299898,2792441000.0,0.1113686,-60.43213,0.03295973,63.44349216614606
311000,2.07,123594700000.0,0.0,0.1661925,-2.645904,4.089937,355825000.0,0.1445824,-26.21052,0.07980495,36.97136804376921
312000,2.18,204173800000.0,0.0,0.286581,131.0632,4.618935,986002800.0,0.3885752,147.4058,0.05375016,44.155319615237936
313000,2.294,165577000000.0,0.0,0.1235683,-128.178,4.661188,688363700.0,0.5422248,-190.4639,0.1419819,53.44967204421761
314000,2.415,277971300000.0,0.0,0.3440016,27.73628,4.688243,2079488000.0,0.3401774,15.402,0.1284996,62.38974539352752
315000,2.542,142889400000.0,0.0,0.3785194,-3.585644,2.839783,619416900.0,0.6671583,10.04905,0.03741567,34.697107054668415
316000,2.678,483058800000.0,0.0,0.08676531,106.9916,5.892725,3688971000.0,0.3630143,86.7943,0.175569,89.94226853835598
317000,2.826,156675100000.0,0.0,0.272059,101.7101,2.569528,514676600.0,0.3897728,117.4173,0.05826681,35.08362302232545
318000,2.987,244906300000.0,0.0,0.1919487,-81.22847,3.497248,1381975000.0,0.4954162,3.505397,0.09135559,53.084216116402
319000,3.162,125025900000.0,0.0,0.08381249,99.85563,3.734663,416322400.0,0.2468155,46.46819,0.07218961,42.68989076889061
320000,3.362,130918200000.0,0.0,0.5167096,-63.40463,7.154163,389231900.0,0.2515525,-75.99726,0.06861348,59.48538237638674
321000,3.592,1006932000000.0,0.0,0.2741659,128.6977,3.12461,13700780000.0,0.5823241,137.9561,0.1259304,100.7531970732045
322000,3.881,121338900000.0,0.0,0.1797392,-88.35701,2.708081,440413000.0,0.3841513,-92.87746,0.1106481,47.036654156548096
323000,4.256,189670600000.0,0.0,0.1274424,-120.516,3.995246,1000013000.0,0.2340417,-130.8633,0.1002616,63.57291217695683
324000,4.823,117760600000.0,0.0,0.2511417,30.35469,2.420641,506038400.0,0.2700931,10.16278,0.06636692,43.43553167547413
